    file problem time
1216 rdm50_14.apx SE-PR 96
1217 rdm50_15.apx EE-GR 96
1218 rdm50_15.apx SE-GR 96
1219 rdm50_15.apx EE-CO 97
1220 rdm50_15.apx SE-CO 96
1221 rdm50_15.apx EE-ST 97
1222 rdm50_15.apx SE-ST 96
1223 rdm50_15.apx EE-PR 96
1224 rdm50_15.apx SE-PR 97
1225 rdm50_2.apx EE-GR 99
1226 rdm50_2.apx SE-GR 99
1227 rdm50_2.apx EE-CO 101
1228 rdm50_2.apx SE-CO 99
1229 rdm50_2.apx EE-ST 100
1230 rdm50_2.apx SE-ST 100
1231 rdm50_2.apx EE-PR 100
1232 rdm50_2.apx SE-PR 100
1233 rdm50_20.apx EE-GR 96
1234 rdm50_20.apx SE-GR 96
1235 rdm50_20.apx EE-CO 98
1236 rdm50_20.apx SE-CO 99
1237 rdm50_20.apx EE-ST 97
1238 rdm50_20.apx SE-ST 98
1239 rdm50_20.apx EE-PR 97
1240 rdm50_20.apx SE-PR 97
1241 rdm50_21.apx EE-GR 97
1242 rdm50_21.apx SE-GR 97
1243 rdm50_21.apx EE-CO 97
1244 rdm50_21.apx SE-CO 98
1245 rdm50_21.apx EE-ST 97
1246 rdm50_21.apx SE-ST 97
1247 rdm50_21.apx EE-PR 97
1248 rdm50_21.apx SE-PR 97
1249 rdm50_22.apx EE-GR 96
1250 rdm50_22.apx SE-GR 96
1251 rdm50_22.apx EE-CO 98
1252 rdm50_22.apx SE-CO 97
1253 rdm50_22.apx EE-ST 97
1254 rdm50_22.apx SE-ST 98
1255 rdm50_22.apx EE-PR 97
1256 rdm50_22.apx SE-PR 98
1257 rdm50_23.apx EE-GR 97
1258 rdm50_23.apx SE-GR 97
1259 rdm50_23.apx EE-CO 98
1260 rdm50_23.apx SE-CO 98
1261 rdm50_23.apx EE-ST 96
1262 rdm50_23.apx SE-ST 97
1263 rdm50_23.apx EE-PR 98
1264 rdm50_23.apx SE-PR 97
1265 rdm50_24.apx EE-GR 97
1266 rdm50_24.apx SE-GR 96
1267 rdm50_24.apx EE-CO 96
1268 rdm50_24.apx SE-CO 97
1269 rdm50_24.apx EE-ST 97
1270 rdm50_24.apx SE-ST 97
1271 rdm50_24.apx EE-PR 97
1272 rdm50_24.apx SE-PR 97
1273 rdm50_25.apx EE-GR 97
1274 rdm50_25.apx SE-GR 97
1275 rdm50_25.apx EE-CO 97
1276 rdm50_25.apx SE-CO 97
1277 rdm50_25.apx EE-ST 97
1278 rdm50_25.apx SE-ST 98
1279 rdm50_25.apx EE-PR 97
1280 rdm50_25.apx SE-PR 97
1281 rdm50_3.apx EE-GR 100
1282 rdm50_3.apx SE-GR 99
1283 rdm50_3.apx EE-CO 100
1284 rdm50_3.apx SE-CO 101
1285 rdm50_3.apx EE-ST 101
1286 rdm50_3.apx SE-ST 100
1287 rdm50_3.apx EE-PR 100
1288 rdm50_3.apx SE-PR 101
1289 rdm50_30.apx EE-GR 96
1290 rdm50_30.apx SE-GR 97
1291 rdm50_30.apx EE-CO 96
1292 rdm50_30.apx SE-CO 97
1293 rdm50_30.apx EE-ST 97
1294 rdm50_30.apx SE-ST 97
1295 rdm50_30.apx EE-PR 97
1296 rdm50_30.apx SE-PR 97
1297 rdm50_31.apx EE-GR 98
1298 rdm50_31.apx SE-GR 97
1299 rdm50_31.apx EE-CO 97
1300 rdm50_31.apx SE-CO 97
1301 rdm50_31.apx EE-ST 97
1302 rdm50_31.apx SE-ST 97
1303 rdm50_31.apx EE-PR 97
1304 rdm50_31.apx SE-PR 98
1305 rdm50_32.apx EE-GR 96
1306 rdm50_32.apx SE-GR 97
1307 rdm50_32.apx EE-CO 97
1308 rdm50_32.apx SE-CO 96
1309 rdm50_32.apx EE-ST 98
1310 rdm50_32.apx SE-ST 97
1311 rdm50_32.apx EE-PR 97
1312 rdm50_32.apx SE-PR 97
1313 rdm50_33.apx EE-GR 96
1314 rdm50_33.apx SE-GR 96
1315 rdm50_33.apx EE-CO 97
1316 rdm50_33.apx SE-CO 97
1317 rdm50_33.apx EE-ST 97
1318 rdm50_33.apx SE-ST 97
1319 rdm50_33.apx EE-PR 97
1320 rdm50_33.apx SE-PR 97
1321 rdm50_34.apx EE-GR 97
1322 rdm50_34.apx SE-GR 96
1323 rdm50_34.apx EE-CO 97
1324 rdm50_34.apx SE-CO 96
1325 rdm50_34.apx EE-ST 98
1326 rdm50_34.apx SE-ST 97
1327 rdm50_34.apx EE-PR 97
1328 rdm50_34.apx SE-PR 97
1329 rdm50_35.apx EE-GR 98
1330 rdm50_35.apx SE-GR 97
1331 rdm50_35.apx EE-CO 97
1332 rdm50_35.apx SE-CO 97
1333 rdm50_35.apx EE-ST 98
1334 rdm50_35.apx SE-ST 97
1335 rdm50_35.apx EE-PR 97
1336 rdm50_35.apx SE-PR 97
1337 rdm50_4.apx EE-GR 99
1338 rdm50_4.apx SE-GR 99
1339 rdm50_4.apx EE-CO 101
1340 rdm50_4.apx SE-CO 102
1341 rdm50_4.apx EE-ST 101
1342 rdm50_4.apx SE-ST 101
1343 rdm50_4.apx EE-PR 101
1344 rdm50_4.apx SE-PR 100
1345 rdm50_5.apx EE-GR 99
1346 rdm50_5.apx SE-GR 101
1347 rdm50_5.apx EE-CO 102
1348 rdm50_5.apx SE-CO 100
1349 rdm50_5.apx EE-ST 102
1350 rdm50_5.apx SE-ST 101
1351 rdm50_5.apx EE-PR 100
1352 rdm50_5.apx SE-PR 101
1353 real_0.apx EE-GR 120
1354 real_0.apx SE-GR 122
1355 real_0.apx EE-CO NA
1356 real_0.apx SE-CO NA
1357 real_0.apx EE-ST 3762
1358 real_0.apx SE-ST 160
1359 real_0.apx EE-PR NA
1360 real_0.apx SE-PR NA
1361 real_1.apx EE-GR 988
1362 real_1.apx SE-GR 701
1363 real_1.apx EE-CO NA
1364 real_1.apx SE-CO NA
1365 real_1.apx EE-ST 4890
1366 real_1.apx SE-ST 747
1367 real_1.apx EE-PR NA
1368 real_1.apx SE-PR NA
1369 real_10.apx EE-GR 307
1370 real_10.apx SE-GR 224
1371 real_10.apx EE-CO NA
1372 real_10.apx SE-CO NA
1373 real_10.apx EE-ST 3246
1374 real_10.apx SE-ST 193
1375 real_10.apx EE-PR NA
1376 real_10.apx SE-PR NA
1377 real_11.apx EE-GR 742
1378 real_11.apx SE-GR 620
1379 real_11.apx EE-CO NA
1380 real_11.apx SE-CO NA
1381 real_11.apx EE-ST 2981
1382 real_11.apx SE-ST 624
1383 real_11.apx EE-PR NA
1384 real_11.apx SE-PR NA
1385 real_12.apx EE-GR 694
1386 real_12.apx SE-GR 599
1387 real_12.apx EE-CO NA
1388 real_12.apx SE-CO NA
1389 real_12.apx EE-ST 2882
1390 real_12.apx SE-ST 622
1391 real_12.apx EE-PR NA
1392 real_12.apx SE-PR NA
1393 real_13.apx EE-GR 741
1394 real_13.apx SE-GR 595
1395 real_13.apx EE-CO NA
1396 real_13.apx SE-CO NA
1397 real_13.apx EE-ST 2871
1398 real_13.apx SE-ST 597
1399 real_13.apx EE-PR NA
1400 real_13.apx SE-PR NA
1401 real_14.apx EE-GR 716
1402 real_14.apx SE-GR 613
1403 real_14.apx EE-CO NA
1404 real_14.apx SE-CO NA
1405 real_14.apx EE-ST 2837
1406 real_14.apx SE-ST 615
1407 real_14.apx EE-PR NA
1408 real_14.apx SE-PR NA
1409 real_15.apx EE-GR 558
1410 real_15.apx SE-GR 493
1411 real_15.apx EE-CO NA
1412 real_15.apx SE-CO NA
1413 real_15.apx EE-ST 2638
1414 real_15.apx SE-ST 480
1415 real_15.apx EE-PR NA
1416 real_15.apx SE-PR NA
1417 real_16.apx EE-GR 299
1418 real_16.apx SE-GR 214
1419 real_16.apx EE-CO NA
1420 real_16.apx SE-CO NA
1421 real_16.apx EE-ST 4752
1422 real_16.apx SE-ST 233
1423 real_16.apx EE-PR NA
1424 real_16.apx SE-PR NA
1425 real_17.apx EE-GR 641
1426 real_17.apx SE-GR 540
1427 real_17.apx EE-CO NA
1428 real_17.apx SE-CO NA
1429 real_17.apx EE-ST 2915
1430 real_17.apx SE-ST 494
1431 real_17.apx EE-PR NA
1432 real_17.apx SE-PR NA
1433 real_18.apx EE-GR 865
1434 real_18.apx SE-GR 563
1435 real_18.apx EE-CO NA
1436 real_18.apx SE-CO NA
1437 real_18.apx EE-ST 2859
1438 real_18.apx SE-ST 506
1439 real_18.apx EE-PR NA
1440 real_18.apx SE-PR NA
1441 real_19.apx EE-GR 408
1442 real_19.apx SE-GR 294
1443 real_19.apx EE-CO NA
1444 real_19.apx SE-CO NA
1445 real_19.apx EE-ST 2648
1446 real_19.apx SE-ST 306
1447 real_19.apx EE-PR NA
1448 real_19.apx SE-PR NA
1449 real_2.apx EE-GR 661
1450 real_2.apx SE-GR 582
1451 real_2.apx EE-CO NA
1452 real_2.apx SE-CO NA
1453 real_2.apx EE-ST 3851
1454 real_2.apx SE-ST 544
1455 real_2.apx EE-PR NA
1456 real_2.apx SE-PR NA
1457 real_3.apx EE-GR 896
1458 real_3.apx SE-GR 692
1459 real_3.apx EE-CO NA
1460 real_3.apx SE-CO NA
1461 real_3.apx EE-ST 2915
1462 real_3.apx SE-ST 698
1463 real_3.apx EE-PR NA
1464 real_3.apx SE-PR NA
1465 real_4.apx EE-GR 913
1466 real_4.apx SE-GR 786
1467 real_4.apx EE-CO NA
1468 real_4.apx SE-CO NA
1469 real_4.apx EE-ST 3015
1470 real_4.apx SE-ST 758
1471 real_4.apx EE-PR NA
1472 real_4.apx SE-PR NA
1473 real_5.apx EE-GR 838
1474 real_5.apx SE-GR 702
1475 real_5.apx EE-CO NA
1476 real_5.apx SE-CO NA
1477 real_5.apx EE-ST 2903
1478 real_5.apx SE-ST 682
1479 real_5.apx EE-PR NA
1480 real_5.apx SE-PR NA
1481 real_6.apx EE-GR 379
1482 real_6.apx SE-GR 149
1483 real_6.apx EE-CO NA
1484 real_6.apx SE-CO NA
1485 real_6.apx EE-ST 2566
1486 real_6.apx SE-ST 151
1487 real_6.apx EE-PR NA
1488 real_6.apx SE-PR NA
1489 real_7.apx EE-GR 669
1490 real_7.apx SE-GR 565
1491 real_7.apx EE-CO NA
1492 real_7.apx SE-CO NA
1493 real_7.apx EE-ST 2683
1494 real_7.apx SE-ST 569
1495 real_7.apx EE-PR NA
1496 real_7.apx SE-PR NA
1497 real_8.apx EE-GR 518
1498 real_8.apx SE-GR 406
1499 real_8.apx EE-CO NA
1500 real_8.apx SE-CO NA
1501 real_8.apx EE-ST 2636
1502 real_8.apx SE-ST 406
1503 real_8.apx EE-PR NA
1504 real_8.apx SE-PR NA
1505 real_9.apx EE-GR 272
1506 real_9.apx SE-GR 183
1507 real_9.apx EE-CO NA
1508 real_9.apx SE-CO NA
1509 real_9.apx EE-ST 2522
1510 real_9.apx SE-ST 182
1511 real_9.apx EE-PR NA
1512 real_9.apx SE-PR NA
